timestamp,ax,ay,az,gx,gy,gz,label
2025-10-09T11:30:00.612446,-13480,-2264,-9464,-282,159,-64,left
2025-10-09T11:30:00.634416,-13452,-2240,-9512,-257,226,-14,left
2025-10-09T11:30:00.656338,-13540,-2212,-9456,-305,199,7,left
2025-10-09T11:30:00.678324,-13552,-2328,-9400,-292,129,5,left
2025-10-09T11:30:00.700417,-13504,-2312,-9480,-262,41,-26,left
2025-10-09T11:30:00.722451,-13512,-2244,-9460,-211,21,30,left
2025-10-09T11:30:00.744736,-13392,-2236,-9548,-227,8,37,left
2025-10-09T11:30:00.767097,-13388,-2308,-9572,-202,102,42,left
2025-10-09T11:30:00.789256,-13456,-2324,-9484,-304,149,-11,left
2025-10-09T11:30:00.811196,-13488,-2244,-9564,-358,186,-65,left
2025-10-09T11:30:00.833016,-13464,-2364,-9520,-291,221,-67,left
2025-10-09T11:30:00.855265,-13520,-2388,-9504,-251,179,-2,left
2025-10-09T11:30:00.876843,-13532,-2232,-9312,-184,188,0,left
2025-10-09T11:30:00.898745,-13612,-2300,-9432,-270,87,-38,left
2025-10-09T11:30:00.920659,-13628,-2300,-9560,-303,83,-33,left
2025-10-09T11:30:00.942460,-13580,-2068,-9536,-274,29,15,left
2025-10-09T11:30:00.964840,-13392,-2256,-9440,-289,40,75,left
2025-10-09T11:30:00.986403,-13328,-2312,-9420,-245,118,81,left
2025-10-09T11:30:01.009167,-13508,-2308,-9324,-274,106,14,left
2025-10-09T11:30:01.031071,-13532,-2304,-9380,-277,107,-112,left
2025-10-09T11:30:01.052955,-13476,-2248,-9420,-192,117,-106,left
2025-10-09T11:30:01.075129,-13596,-2200,-9388,-230,63,-153,left
2025-10-09T11:30:01.096623,-13488,-2204,-9408,-297,82,-89,left
2025-10-09T11:30:01.118497,-13592,-2308,-9360,-372,84,-42,left
2025-10-09T11:30:01.140362,-13628,-2276,-9348,-330,105,-56,left
2025-10-09T11:30:01.162388,-13744,-2140,-9488,-451,50,-209,left
2025-10-09T11:30:01.184717,-13804,-2032,-9572,-641,-120,-501,left
2025-10-09T11:30:01.206687,-13636,-1712,-9792,-1141,-222,-769,left
2025-10-09T11:30:01.229298,-13480,-1144,-10128,-1805,-198,-1103,left
2025-10-09T11:30:01.251168,-13276,-768,-10560,-2826,-254,-1636,left
2025-10-09T11:30:01.272739,-13024,44,-11032,-4266,-390,-2534,left
2025-10-09T11:30:01.294708,-12532,600,-11896,-5964,-436,-3421,left
2025-10-09T11:30:01.316709,-11808,552,-12160,-8017,-315,-4280,left
2025-10-09T11:30:01.338935,-11072,1376,-13156,-10056,-38,-4981,left
2025-10-09T11:30:01.362072,-10808,2124,-13676,-12549,159,-5839,left
2025-10-09T11:30:01.383034,-10496,1776,-13880,-15133,290,-7139,left
2025-10-09T11:30:01.405144,-10108,2100,-14960,-17304,374,-8144,left
2025-10-09T11:30:01.426989,-9480,1616,-16740,-18543,863,-8234,left
2025-10-09T11:30:01.449013,-8012,576,-21400,-18854,1009,-8237,left
2025-10-09T11:30:01.470761,-9716,-96,-18984,-19779,1847,-7444,left
2025-10-09T11:30:01.493162,-9836,-1104,-19208,-20817,3481,-6184,left
2025-10-09T11:30:01.515248,-11356,-2056,-18524,-22558,4841,-4685,left
2025-10-09T11:30:01.536967,-11668,-3072,-18304,-23678,6893,-2793,left
2025-10-09T11:30:01.559151,-13488,-4276,-15772,-24326,9184,-1131,left
2025-10-09T11:30:01.581127,-14584,-4504,-14036,-24917,9586,-1283,left
2025-10-09T11:30:01.603139,-15400,-4932,-11932,-23439,9555,-1390,left
2025-10-09T11:30:01.625170,-15836,-5112,-10312,-20633,8896,-1296,left
2025-10-09T11:30:01.647475,-15008,-5696,-9436,-16544,8228,-343,left
2025-10-09T11:30:01.668709,-15144,-5036,-7792,-12077,7027,181,left
2025-10-09T11:30:01.690808,-14112,-4948,-6860,-9200,4991,92,left
2025-10-09T11:30:01.712864,-13688,-2384,-6252,-7012,3526,-653,left
2025-10-09T11:30:01.735060,-13000,284,-6776,-5633,2487,-1942,left
2025-10-09T11:30:01.756754,-12060,1532,-8116,-4765,2303,-2672,left
2025-10-09T11:30:01.780088,-11964,2996,-8752,-4688,2000,-3562,left
2025-10-09T11:30:01.800698,-11584,3344,-9196,-4804,1793,-3255,left
2025-10-09T11:30:01.823004,-11792,4076,-10132,-4587,1711,-2219,left
2025-10-09T11:30:01.844963,-11708,4684,-11096,-4151,1233,-1292,left
2025-10-09T11:30:01.866752,-11660,5228,-11536,-3290,644,-439,left
2025-10-09T11:30:01.888903,-11264,5316,-11488,-2263,-36,206,left
2025-10-09T11:30:01.912067,-11224,5452,-11616,-1543,-755,496,left
2025-10-09T11:30:01.933092,-11192,5944,-11748,-1010,-1298,294,left
2025-10-09T11:30:01.954846,-10852,5900,-11672,-704,-1275,137,left
2025-10-09T11:30:01.976789,-10088,5584,-12492,-479,-730,276,left
2025-10-09T11:30:01.998570,-10424,5544,-12508,-452,-83,450,left
2025-10-09T11:30:02.020421,-10948,5820,-12256,-1061,98,91,left
2025-10-09T11:30:02.042914,-10728,5688,-12096,-1456,272,-186,left
2025-10-09T11:30:02.064588,-10256,5528,-12180,-1067,467,17,left
2025-10-09T11:30:02.086429,-10092,5352,-11924,-494,374,335,left
2025-10-09T11:30:02.108691,-10384,5696,-11668,-283,-175,294,left
