timestamp,ax,ay,az,gx,gy,gz,label
2025-10-09T11:28:07.048184,-14448,-1084,-8188,-63,113,-36,left
2025-10-09T11:28:07.070043,-14344,-996,-8120,-116,34,-35,left
2025-10-09T11:28:07.092123,-14268,-1016,-8332,-128,26,52,left
2025-10-09T11:28:07.113840,-14432,-848,-8332,-154,86,68,left
2025-10-09T11:28:07.136156,-14320,-984,-8244,-245,147,-64,left
2025-10-09T11:28:07.158691,-14308,-1008,-8340,-191,257,-61,left
2025-10-09T11:28:07.180199,-14320,-1088,-8272,-162,264,-64,left
2025-10-09T11:28:07.202396,-14316,-1052,-8156,-120,156,-87,left
2025-10-09T11:28:07.224731,-14424,-1024,-8224,-67,47,-111,left
2025-10-09T11:28:07.246092,-14476,-952,-8168,-80,-9,-62,left
2025-10-09T11:28:07.268579,-14360,-884,-8248,-88,46,28,left
2025-10-09T11:28:07.290625,-14404,-980,-8320,-92,61,50,left
2025-10-09T11:28:07.312325,-14372,-972,-8388,-28,197,139,left
2025-10-09T11:28:07.334426,-14460,-904,-8128,-108,185,84,left
2025-10-09T11:28:07.356647,-14396,-864,-8212,-169,175,20,left
2025-10-09T11:28:07.378493,-14296,-932,-8240,-307,125,-45,left
2025-10-09T11:28:07.400656,-14240,-972,-8276,-260,128,41,left
2025-10-09T11:28:07.422578,-14348,-908,-8268,-309,53,72,left
2025-10-09T11:28:07.444327,-14388,-928,-8304,-330,71,55,left
2025-10-09T11:28:07.466149,-14388,-980,-8284,-352,86,25,left
2025-10-09T11:28:07.488561,-14212,-952,-8320,-354,120,-1,left
2025-10-09T11:28:07.510555,-14248,-896,-8240,-278,219,86,left
2025-10-09T11:28:07.532246,-14240,-964,-8156,-284,250,43,left
2025-10-09T11:28:07.555029,-14280,-1016,-8276,-266,217,51,left
2025-10-09T11:28:07.576057,-14332,-988,-8232,-191,187,91,left
2025-10-09T11:28:07.598056,-14300,-1028,-8236,-56,249,61,left
2025-10-09T11:28:07.619848,-14436,-984,-8360,-42,198,34,left
2025-10-09T11:28:07.642219,-14236,-860,-8288,-130,185,-14,left
2025-10-09T11:28:07.664107,-14224,-724,-8344,-340,184,-95,left
2025-10-09T11:28:07.686136,-14128,-568,-9012,-709,214,-180,left
2025-10-09T11:28:07.708109,-14328,380,-9928,-1296,307,-422,left
2025-10-09T11:28:07.730478,-13684,1108,-10728,-2506,394,-947,left
2025-10-09T11:28:07.752425,-12704,1748,-11620,-4242,495,-1481,left
2025-10-09T11:28:07.775076,-11864,2028,-12456,-6279,828,-1973,left
2025-10-09T11:28:07.798132,-11172,1744,-13260,-8511,1239,-2724,left
2025-10-09T11:28:07.818881,-11292,1580,-13192,-11762,1614,-3620,left
2025-10-09T11:28:07.840905,-11576,872,-13344,-15277,1897,-4979,left
2025-10-09T11:28:07.862925,-11816,-232,-13088,-18691,2162,-6114,left
2025-10-09T11:28:07.884924,-12208,-1452,-12948,-21236,3014,-7181,left
2025-10-09T11:28:07.906943,-12848,-2600,-12580,-23480,3811,-8106,left
2025-10-09T11:28:07.928933,-13584,-3516,-11972,-25114,4783,-8955,left
2025-10-09T11:28:07.950948,-13672,-4144,-11796,-25818,5894,-9676,left
2025-10-09T11:28:07.973097,-13308,-4324,-11416,-26108,6752,-10000,left
2025-10-09T11:28:07.995142,-13280,-4708,-10392,-26158,7654,-10096,left
2025-10-09T11:28:08.016981,-13060,-3692,-9944,-25746,8324,-10327,left
2025-10-09T11:28:08.038940,-12832,-3656,-9996,-25110,8743,-10491,left
2025-10-09T11:28:08.060859,-12920,-2944,-9952,-23734,9066,-10824,left
2025-10-09T11:28:08.082829,-13352,-2092,-9240,-21861,9193,-10954,left
2025-10-09T11:28:08.104979,-13652,-1852,-8884,-19840,8772,-11050,left
2025-10-09T11:28:08.127003,-13984,-1492,-8496,-17289,7829,-11583,left
2025-10-09T11:28:08.148923,-14432,-848,-8784,-13684,6660,-10788,left
2025-10-09T11:28:08.170766,-14800,-200,-8528,-10095,5041,-9513,left
2025-10-09T11:28:08.192432,-15504,1196,-8396,-7410,2484,-9012,left
2025-10-09T11:28:08.214479,-15004,1796,-8736,-4913,271,-7580,left
2025-10-09T11:28:08.236729,-14852,3008,-8848,-3582,-1809,-5626,left
2025-10-09T11:28:08.258787,-14132,3292,-9372,-3570,-3137,-3913,left
2025-10-09T11:28:08.280804,-13392,3328,-10496,-3508,-3416,-2737,left
2025-10-09T11:28:08.302811,-13268,3240,-10696,-3246,-2522,-1769,left
2025-10-09T11:28:08.324796,-13604,3336,-10360,-3316,-1420,-1808,left
2025-10-09T11:28:08.346693,-13472,2620,-10368,-3722,-856,-2185,left
2025-10-09T11:28:08.368653,-12872,2164,-10652,-2861,-306,-1902,left
2025-10-09T11:28:08.390797,-13364,2088,-10304,-1595,-110,-1356,left
2025-10-09T11:28:08.412501,-13396,2096,-10272,-1131,-830,-980,left
2025-10-09T11:28:08.434489,-13344,2540,-10344,-672,-1473,-675,left
2025-10-09T11:28:08.456674,-13328,2768,-10408,-498,-1871,-571,left
2025-10-09T11:28:08.478581,-12608,2784,-10972,-199,-1626,-128,left
2025-10-09T11:28:08.500539,-12544,2912,-10760,-271,-1045,385,left
2025-10-09T11:28:08.522412,-12368,2904,-10784,-541,-491,668,left
2025-10-09T11:28:08.544251,-12264,2820,-10652,-737,-70,394,left
